,title,artist,date,description,text,tags,group,Duración,event,category,url,image
225,Los voluble,No definido,19 may 2018,"Actuación de Los voluble con un directo que se moverá entre la remezcla, el live cinema, el folclore digital y el political remix video.","Los voluble está formado por los hermanos Pedro y Benito Jiménez que desde el año 1996 han desarrollado proyectos de experimentación audiovisual y activismo sonoro en multitud de formatos. Flamenco, noise, rap, anuncios electorales, publicidad y películas domésticas hacen de sus sesiones un complejo entramado de folclore digital amasado con instrumentos analógicos. Lo más habitual es verlos trabajar desde la improvisación audiovisual, el political remix video y en colaboración de otros artistas como bulos.net, Niño de Elche o Pablo Peña de Fiera/Pony Bravo.
Sus catástrofes audiovisuales han podido verse en espacios como Sónar Festival, la Bienal de Flamenco de Sevilla o el nórdico festival Norpas, por citar algunos. En formato dúo VJ/DJ se nutren de la experimentación audiovisual y de la remezcla en directo, picoteando de géneros como el flamenco o la electrónica y acompañados de una potente capa de cultura crítica. Sus sesiones llenas de cafrerío audiovisual incluyen instrumentos electrónicos y analógicos en directo amasados con material ilícitamente apropiado del dominio público o cedido por diversos artistas. Además, como miembros de ZEMOS98, han trabajado en la programación y producción de espectáculos de live cinema, el más reciente, €urovisions de .",[''],Gelatina,1 hora,No details,['CONCIERTOS'],https://www.lacasaencendida.es/conciertos/voluble,https://www.lacasaencendida.es/storage/3400/responsive-images/8796-609f-gelatina_voluble_nt___detail_1600_900.jpg
226,"jovendelaperla: ""(rE)-ENCUENTRO""",No definido,19 may 2018,"Después de seis meses con tratamiento de quimioterapia y como parte del proceso de interiorización de los efectos secundarios producidos por esta, surgen preguntas como: “¿Dónde se ha quedado Rubén?” “¿Quién era Rubén?” “¿Quién soy ahora?” “¿Por qué no me reconozco?”.","La enfermedad como desplazamiento, la enfermedad y los cambios incontrolables producidos por el tratamiento para prestar atención al cuerpo y analizar sus procesos. La enfermedad que se lleva a Rubén y de la que nace Perla. Perla (jovendelaperla) no es ni hombre ni mujer. Perla nace de una enfermedad, de un tratamiento. Es fruto de un tumor.
Rubén Herranz (1996-2016) Perla (2016) es un artista y dj que actualmente se encuentra estudiando el grado en Bellas Artes por la Universidad Complutense de Madrid. Junto a Carmen García forma el dúo musical Mercancía, es miembro del colectivo Sudor y colabora con la fundación La vida en rosa y la revista Chéjere. Tras un problema de salud, su trabajo se centra en utilizar su cuerpo como objeto de estudio y trabajo.",[''],Gelatina,15 minutos,No details,['ESCÉNICAS'],https://www.lacasaencendida.es/escenicas/jovendelaperla-re-encuentro,https://www.lacasaencendida.es/storage/3404/responsive-images/8801-609f-gelatina_reencuentro_nt___detail_1600_900.jpg
227,“Low Tide”,Daniel Mann,19 may - 20 may 2018,"Una siniestra road movie protagonizada por un desertor del ejército israelí que deambula por las calles y antros de la agitada ciudad de Tel Aviv en 2009, en pleno conflicto de la Franja de Gaza.","Low Tide, de Daniel Mann. Israel, 2017. 77’. VOSE
Yoel se pasea con una mochila y su metralleta por Tel Aviv. La policía lo busca por haber desertado del ejército, pero la pena de cárcel a la que se enfrenta no parece importarle. Low Tide es un puzle que invita a unir las piezas o fragmentos desordenados de los fracasos de la vida de Yoel antes de alistarse: su matrimonio, su familia y el fin de su carrera como profesor de Historia.
Daniel Mann (New Haven, Estados Unidos, 1983) estudió Cine en la Universidad de Tel Aviv. Su primer cortometraje fue seleccionado en el Festival de Róterdam. Tras dirigir varios mediometrajes para museos, su ópera prima Low Tide tuvo su estreno mundial en el Festival de Berlín.",[''],Cine Contemporáneo: bajo la influencia de Yorgos Lanthimos,,No details,['CINE'],https://www.lacasaencendida.es/cine/low-tide-daniel-mann,https://www.lacasaencendida.es/storage/3288/responsive-images/8646-609f-low_tide_nt___detail_1600_900.jpg
228,Patch. Kiss and Sew,No definido,19 may 2018,"Ejercicio de intercambio, cohesión y fricción entre Sonia Fernández Pan y Beatriz Ortega Botas en el que reverberarán poesía eco-queer, ensayo-literatura, ciencia ficción feminista, xenofeminismo, inmediatez, nuevos materialismos, compost, queer negativity, ping-pong, love theory, materialismo feminista, love letters, mind-feeling y mucho más.","Patch. Kiss and Sew es una charla en la que Sonia Fernández Pan y Beatriz Ortega Botas irán intercambiando las referencias, citas y anécdotas —tanto teóricas como artísticas y personales— que han ido recolectando durante las últimas semanas. Partiendo de todo este material, el ejercicio que llevarán a cabo en directo consiste en ir tejiendo el contenido de la charla: contestándose la una a la otra, reaccionando tanto a las afinidades que se producen como a cierta dialéctica que se dé a partir de las fricciones entre los patches.
Criticando y aprovechando lo patchy —la acumulación y parcelación epistemológica, política y material del capitalismo— el objetivo es hacer y dar sentido al contenido, buscando la cohesión, la alianza y la intimidad material y entre los materiales presentados. Pero también la incompatibilidad entre políticas, conceptos y posturas. Este ejercicio de anexo confronta también con la dificultad de su proceso, con la marca de sus ritmos y la violencia de las costuras que se vuelven cicatriz sobre los cuerpos.
La chica tenía hombros curvos, como los de una zurcidora. De niña había aprendido a zurcir. Se hubiese sentido mucho más a gusto entregada a esa tarea primorosa de recomponer hilos, tal vez de seda. O de lujo: satén bien brillante, un beso de almas.
Clarice Lispector, .",[''],Gelatina,1 hora,No details,['ENCUENTROS'],https://www.lacasaencendida.es/encuentros/patch-kiss-and-sew,https://www.lacasaencendida.es/storage/3402/responsive-images/8799-609f-gelatina_patch_kiss_sew_nt___detail_1600_900.jpg
229,Xenofeminismo,No definido,19 may 2018,"Ante la creciente y cada vez más acelerada complejidad tecnológica, ¿cómo debería reimaginarse el potencial emancipador de los feminismos? ¿Cómo tendrían que reconfigurarse las políticas de género en un mundo transformado por la automatización, la globalización y la revolución digital?","En 2015 el grupo transfeminista Laboria Cuboniks publicaba el manifiesto Xenofeminismo: una política por la alienación, en el que se incita a la reorientación de las tecnologías existentes con el fin de transformar las condiciones de la opresión sociobiológica del sistema actual. Es por ello que la naturaleza será uno de los conceptos que atraviese todo el manifiesto, abogando por la redefinición y la resignificación de esta como lugar de contestación. La naturaleza nunca ha sido ni será un espacio pre-cultural, siempre ha sido algo tecnificado. Siendo conscientes de las condiciones onto-históricas que la han producido, seremos capaces de armar ese espacio como uno de acción. “¡Si la naturaleza es injusta, cambia la naturaleza!”.
Con influencias que van desde el ciberfeminismo, el poshumanismo, el materialismo feminista, el aceleracionismo o el neorracionalismo, el xenofeminismo ensambla una política sin ""la infección de la pureza"". Katrina Burch (Laboria Cuboniks), en lo que será la primera incursión de una xenofeminista en España, analizará junto a Beatriz Ortega Botas y Eloy V. Palazón los puntos más relevantes del manifiesto y sus posteriores repercusiones.
Katrina Burch es artista de música electrónica, arqueóloga, poeta y activista. Investiga sobre desarrollos de IA en el campo de la arqueología y es voluntaria en The Hague Peace Projects. Su obra, bajo el proyecto yoneda lemma, se ve motivada por ficciones cósmicas y movimientos feministas interseccionales. Colabora con Donatas Tubutis como d-n-e/UAO y forma parte del grupo de trabajo xenofeminista Laboria Cuboniks.",[''],Gelatina,1 hora,No details,['ENCUENTROS'],https://www.lacasaencendida.es/encuentros/xenofeminismo,https://www.lacasaencendida.es/storage/3428/responsive-images/8852-609f-gelatina_xenofeminismo_nt___detail_1600_900.jpg
230,Para derretir el hielo que nos quede,No definido,19 may 2018,"""Para derretir el hielo que nos quede; los restos, los bordes de la pizza, las galletas rotas"", taller con Esther Gatón y Sonia Fernández Pan.","Taller teórico práctico, polipoético de palabras sublevadas en tiempos exhaustos y exuberantes. Nos situamos en un horario acechado por la pereza y desde ella vamos a hacer somnolencia con voz, mano, susto y parpadeo. Algo de escultura, algo de instalación, cosas de jardinería, migas y quizás también plástico. Practicaremos para que la sobremesa unifique coreografías, en busca de espectros, materias en las que hurgar y entretenernos mientras suceden otras cosas.
Esther Gatón es artista plástica. Doctora por la investigación Formas de acción y producción de las prácticas artísticas en la economía postfordista. Análisis de su potencialidad específica (UCM). Estudió Bellas artes en ESA Saint-Luc Liège (Bélgica), Universidad de Barcelona y Universidad Complutense de Madrid. Fue colaboradora honorífica en el Departamento de Escultura de la UCM. Ha escrito para El Estado Mental, La Raya Verde, editorial Nudo, Brigada Mixta y Nex Valladolid. En paralelo, gestionó Espacio Pool, Palique al Cubo (blanco), cottage kilns, Grados, aristas, y Donde fueres, Zorrilla con Play Dramaturgia. Su trabajo se ha expuesto en centros como Matadero, La Casa Encendida, Museo Picasso Barcelona, Museo Patio Herreriano, cartec, Biblioteca Río Grande Brasil, Sala Las Francesas, Rampa, Estudio Mendoza Getxoarte (con Salón) y Centex (Valparaíso, Chile).",[''],Gelatina,2 horas 30 minutos,No details,['ENCUENTROS'],https://www.lacasaencendida.es/encuentros/derretir-hielo-nos-quede,https://www.lacasaencendida.es/storage/3398/responsive-images/8795-609f-gelatina_derretir_hielo_nt___detail_1600_900.jpg
231,Most People Guard and Keep: María Salgado + Itziar Okariz,No definido,19 may 2018,Los encuentros Most People Guard and Keep reúnen a dos artistas que no tenían contacto previo y quienes se han estado pasando material personal y alrededor de sus trabajos las últimas semanas. El primer encuentro será entre María Salgado e Itziar Okariz y el segundo entre Claudia Pagès y Esther Gatón.,"Most People Guard and Keep articula en dos encuentros un intercambio que comenzó hace semanas entre dos artistas. Este primer encuentro será entre María Salgado e Itziar Okariz. Para un primer contacto, para romper el hielo o hablar de “cosas” alrededor de sus trabajos —en vez de tomar estos como punto de partida—, se le pidió a cada una que hiciese una pequeña selección de materiales que le gustaría compartir con la otra. Estos encuentros, más que el resultado, son pantallazos (y la continuación) de esa apertura mutua.
Nos vemos en la Terraza de La Casa Encendida. Habrá comida, también vegetariana y vegana, para los asistentes.
Estos encuentros, que se publicarán en formato podcast en RACA y en TEATRON, han sido comisariados y organizados a seis manos por Andrea González, Fernando Gandasegui y Leticia Ybarra.
Most people guard and keep; they suppose that it is they themselves and what they identify with themselves that they are guarding and keeping, whereas what they are actually guarding and keeping is their system of reality and what they assume themselves to be. One can give nothing whatever without giving oneself—that is to say, risking oneself.",[''],Gelatina,1 hora 30 minutos,No details,['ENCUENTROS'],https://www.lacasaencendida.es/encuentros/most-people-guard-and-keep-maria-salgado-itziar-okariz,https://www.lacasaencendida.es/storage/3430/responsive-images/8853-609f-gelatina_most_people_guard_and_keep_01_nt___detail_1600_900.jpg
232,Rita Braga,No definido,19 may 2018,"A veces, Rita Braga recibe en sus sueños mensajes de personajes de dibujos animados (como Bugs Bunny) sobre cómo dirigir su carrera artística.","Su creación más reciente es la opereta minimal pop de ciencia ficción para ukelele A Quantic Dream, una combinación de una secuencia de sueños, astrofísica, burlesque y existencialismo ligero, lleno de símbolos, que escribió y presentó en vivo como el resultado de una residencia artística en Graz, Austria.
Rita Braga es una cantante, compositora y multi-instrumentista de Lisboa, afincada en Oporto. En la última década ha actuado en numerosos clubes, galerías de arte y festivales por toda Europa, Estados Unidos, Brasil y Australia. También es autora de bandas sonoras, tiene un recorrido en ilustración y animación.",[''],En Familia. Primavera 2018,1 hora,No details,['CONCIERTOS'],https://www.lacasaencendida.es/conciertos/rita-braga,https://www.lacasaencendida.es/storage/3292/responsive-images/8648-609f-enfamilia_primavera_2018_rita_braga_nt___detail_1600_900.jpg
233,Proyecto Táctil,No definido,18 may 2018,"Desde una perspectiva feminista, Proyecto Táctil busca subvertir órdenes perceptivos dominantes y desplazar el protagonismo hacia la tactilidad y la intimidad, considerándolas como formas y entornos posibles de conocimiento, relación y comunicación.","En Proyecto Táctil, la tactilidad no solamente se entiende como condición para el sentido del tacto, sino también como la posibilidad de dar protagonismo a lógicas de afecto y contagio, que informan tanto de las relaciones que activamos en nuestras zonas de actuación en el mundo como en los espacios íntimos que habitamos.
En este sentido, la pregunta por la tactilidad o por la posibilidad de traer a la superficie relaciones que están subordinadas a lógicas normativas sobre los sentidos, es una estrategia que dialoga directamente con el devenir de mujeres creadoras en la contemporaneidad.
A través de una metodología enfocada en el hacer/conocer, se generarán materiales con los que activar este proceso de creación de una pieza escénica coreográfica. Las inquietudes se movilizarán en “materializaciones” y así dialogarán con las “cosas” que cada materialización propone. Estas relaciones nos informan, nos interpelan en nuevos posibles y nos piden la tarea de reformular mecanismos en dirección a estos afectos.
La instancia de apertura dentro del contexto del festival Gelatina funcionará como un hábitat apropiado donde movilizar algunas cuestiones en las que se están trabajando en colectivo:",[''],Gelatina,1 hora,No details,['ESCÉNICAS'],https://www.lacasaencendida.es/escenicas/proyecto-tactil,https://www.lacasaencendida.es/storage/3406/responsive-images/8813-609f-gelatina_proyecto_tactil_nt___detail_1600_900.jpg
234,"Sade Kondelin: ""Cuerpos que se transforman""",No definido,18 may 2018,"Esta charla propone cuestionar aquellas teorías en las que la identidad de género y la orientación sexual se tratan como fácilmente definibles, como categorías que se materializan de manera inequívoca o estable.","¿Dónde termina el género y empieza la sexualidad? Cuando uno se da cuenta de que es transgénero, ¿qué ocurre con su forma de entender su orientación sexual? ¿Cómo se relacionan los géneros no-binarios con las categorías que viran entre lo homosexual y lo heterosexual? ¿Cómo se renegocian en el día a día de las personas transgénero las construcciones culturales sobre género y sexualidad?
La relación entre las experiencias transgénero y la orientación sexual han sido teorizadas y debatidas desde muchas perspectivas por activistas, artistas y desde el mundo académico. Esta charla propone cuestionar aquellas teorías en las que la identidad de género y la orientación sexual se tratan como fácilmente definibles, como categorías materializadas de manera inequívoca o estable. Se hilarán discusiones dentro de los estudios trans, teoría queer, materialismo y poshumanismo feminista para demostrar la complejidad e imprevisibilidad con la que el género y la sexualidad se entrelazan en nuestra vida cotidiana.
Sade Kondelin es activista e investiga sobre experiencias transgénero, nuevos materialismos feministas, políticas de producción de conocimiento y solidaridad entre comunidades marginadas. En 2014 se graduó en Estudios de Género por la Universidad de Turku (Finlandia), donde actualmente trabaja como candidato a doctorado. En su tesis doctoral en proceso, Kondelin analiza las experiencias transgénero en relación a la producción de conocimiento trans en Finlandia.",[''],Gelatina,1 hora,No details,['ENCUENTROS'],https://www.lacasaencendida.es/encuentros/sade-kondelin-cuerpos-transforman,https://www.lacasaencendida.es/storage/3420/responsive-images/8846-609f-gelatina_cuerpos_transforman_nt___detail_1600_900.jpg
235,Qué comemos... quién nos cuida,No definido,18 may 2018,"Madrid Agroecológico, espacio de encuentro entre colectivos vinculados a la soberanía alimentaria, promueve estas jornadas para visibilizar a los productores agroecológicos de Madrid. Queremos mostrar, a través de un documental, un debate y una ruta, los proyectos de quienes cultivan los alimentos de una manera justa y respetuosa, desde el cuidado de las personas y de la tierra.","Madrid Agroecológico es un espacio de encuentro y articulación entre distintos colectivos y actores vinculados a la producción y el consumo en el territorio de Madrid biorregión, conforme a los objetivos de la soberanía alimentaria. Tiene dos objetivos básicos: en primer lugar, busca generar un espacio de encuentro e intercambio entre la producción, el consumo, la formación y la sensibilización agroecológica en la región central de la Península Ibérica. Por otro lado, pretende ser un agente referente para la creación de políticas agroecológicas que hagan posible el cambio de modelo en el sistema agroalimentario a nivel regional mediante la incidencia en las instituciones.
Dentro del objetivo de sensibilización, la plataforma y el proyecto de La Casa Encendida ""Cine Digital con Pocos Recursos CDPR "" ha grabado una pequeña pieza documental que pretende mostrar la realidad de la producción agroecológica en la biorregión de Madrid.
Después de la proyección del documental, hablaremos con las protagonistas de la producción, de cómo acceder a ella en la ciudad a través de los canales cortos de comercialización, de las alianzas que hay que tejer entre productores y consumidoras, campo y ciudad a través de los sistemas participativos de garantía. Finalmente les conoceremos en su terreno, en sus explotaciones en los alrededores de Madrid: huertas, ganaderías, viñedos, colmenas, etcétera.",[''],Not in a group,1 hora 30 minutos,No details,"['ENCUENTROS', 'SALIDAS']",https://www.lacasaencendida.es/encuentros/que-comemos-quien-nos-cuida,https://www.lacasaencendida.es/storage/3384/responsive-images/8772-609f-que_comemos_quien_nos_cuida_nt___detail_1600_900.jpg
236,"Timur Si-Qin: ""Estéticas de la contingencia""",No definido,18 may 2018,"La necesidad de redefinir la relación entre lo humano y lo no-humano es central en el trabajo de Timur Si-Qin. Una de las múltiples maneras de abordarla consiste en la revisión de los vínculos entre los artistas y sus materiales, entendiendo que la materia juega un papel activo en la creación de su propia forma. Es aquí que lo humano y lo no-humano ya no se divide entre sujeto y objeto.","En el mundo de hoy, donde los problemas materiales como la acidificación de los océanos o los efectos del carbono en la atmósfera se han vuelto más urgentes que nunca, nos encontramos en una posición en la que se cuestiona la validez científica y la propia noción de verdad. Para poder describir, reflexionar y comprometerse de manera efectiva a un planeta cambiante, los fundamentos teóricos del discurso de la crítica de arte también deben redefinirse. La adherencia a los dualismos filosóficos, como los que existen entre mente y materia, sujeto y objeto, material e inmaterial, a menudo impregnan de manera implícita y enmarcan las discusiones críticas contemporáneas, distorsionando así la relación entre lo humano y lo no-humano.
Timur Si-Qin es un artista afincado en Nueva York de ascendencia alemana y mongol-china que creció en Berlín, Beijing y en una comunidad nativa americana en el suroeste de Estados Unidos. Su trabajo se desarrolla en ciclos conceptuales que sirven como marcos para sus instalaciones escultóricas, cajas de luz, vídeos CGI, etc. Su obra se enfoca principalmente en la morfogénesis de la cultura visual y la materialidad que comparte lo humano y no-humano.",[''],Gelatina,1 hora,No details,['ENCUENTROS'],https://www.lacasaencendida.es/encuentros/timur-si-qin-esteticas-contingencia,https://www.lacasaencendida.es/storage/3411/responsive-images/8832-609f-gelatina_timur_si_qin_nt___detail_1600_900.jpg
237,"""Boxing for Freedom""",Silvia Venegas y Juan Antonio Moreno,17 may 2018,"Proyección de Boxing for Freedom, de Silvia Venegas y Juan Antonio Moreno, y coloquio posterior con Mónica Bernabé, periodista, y Sandra Gómez, de la Fundación Mujeres.","Boxing for Freedom, de Silvia Venegas y Juan Antonio Moreno. España, 2015. 54’. VOSE
La historia de Sadaaf, la mejor boxeadora de Afganistán, que debe enfrentarse a las tradiciones de su país, al miedo y a su propio destino para ser una mujer libre. Una lucha que la convertirá en un referente para muchas jóvenes afganas.
Intervienen: Mónica Bernabé, periodista y responsable de Internacional del Diari ARA y especialista en Afganistán, y Sandra Gómez, técnica de educación y prevención de violencia de género de la Fundación Mujeres.
Coordina y modera: red de ONGD de Madrid.",[''],La voz de los sin voz 2018,2 horas,No details,"['CINE', 'ENCUENTROS']",https://www.lacasaencendida.es/cine/boxing-freedom-silvia-venegas-juan-antonio-moreno,https://www.lacasaencendida.es/storage/3318/responsive-images/8695-609f-voz_sin_voz_2018_boxing_freedom_nt___detail_1600_900.jpg
238,“Misericordia: the last mystery of Kristo Vampiro” de Khavn,No definido,16 may 2018,"En compañía de un amigo italiano, Khavn recorrió los rincones más apocalípticos del archipiélago y de este viaje surgió Misericordia. Cuatro días fueron suficientes para rodar la película.","Misericordia: the last mystery of Kristo Vampiro, de Khavn. Filipinas/Alemania, 2013. 70’. VOSE
Imágenes teñidas de rojo nos introducen en el mundo de sangre que demanda Kristo Vampiro desde la voz off. Peleas de gallos, fiestas católicas con autoflagelaciones redentoras y representaciones de la crucifixión, alcoholismo, prostitución. La corrupción del ser humano es infinita, pero de ella también surgen las bondades del amor.",[''],Wazakest! Esto no es un ciclo de Khavn,1 hora 30 minutos,No details,['CINE'],https://www.lacasaencendida.es/cine/misericordia-last-mystery-kristo-vampiro-khavn,https://www.lacasaencendida.es/storage/3365/responsive-images/8747-609f-wazakest_misericordia_nt___detail_1600_900.jpg
239,“Quality Time”,Daan Bakker,12 may - 13 may 2018,Una comedia absurda sobre el sentido de la vida que combina el mejor humor de Roy Anderson y los Monty Python.,"Quality Time, de Daan Bakker. Países Bajos, 2017. 85’. VOSE
Cinco losers con problemas existenciales de lo más descabellados protagonizan esta película episódica de ciencia ficción. Cada capítulo de Quality Time nos descubre el dilema que obstaculiza la adaptación en sociedad de Koen, Stefaan, Kjell, Karell y Jef. En esta suma de situaciones surrealistas, presenciaremos las humillaciones que sufre uno de los personajes por parte de su familia desde la animación minimalista, veremos una breve película muda sobre una abducción alienígena o viajaremos al pasado para traumatizar de por vida a nuestro yo de la infancia.
Daan Bakker (Harderwijk, Países Bajos, 1979) es director, actor y montador. En 2009 se graduó con su primer cortometraje Jacco’s Film, seleccionado posteriormente en el Festival de Berlín. Su ópera prima Quality Time se estrenó en la sección oficial del Festival de Róterdam.",[''],Cine Contemporáneo: bajo la influencia de Yorgos Lanthimos,,No details,['CINE'],https://www.lacasaencendida.es/cine/quality-time-daan-bakker,https://www.lacasaencendida.es/storage/3286/responsive-images/8645-609f-quality_time_nt___detail_1600_900.jpg
240,“Ferngully: las aventuras de Zak y Crysta”,Bill Kroyer,12 may - 13 may 2018,Vivían en un mundo secreto lleno de magia y rodeados de aventuras y el único humano que llegó hasta ellos ahora tiene que luchar para salvar su hogar.,"Ferngully: las aventuras de Zak y Crysta, de Bill Kroyer. Estados Unidos, 1992. 76'. VE
Ferngully es un espectacular y frondoso bosque donde Batty, un murciélago con el radar estropeado, se une a Crysta, Pips y los Beetle Boys para salvar su maravilloso mundo del malvado Hexxus. Ignorando las advertencias de sus amigos, la curiosa hada Crysta sale a explorar el mundo exterior más allá de Ferngully. Descubre entonces a Zack, un humano que está ayudando a devastar el bosque. Pero cuando Zack descubre la belleza y la magia de Ferngully, promete salvarlo. Sin embargo, quizá sea demasiado tarde. El diabólico Hexxus está suelto y decidido a destruir todo Ferngully.
Recuperamos este clásico del cine de animación de los noventa con un importante mensaje ecologista para ser redescubierto por las nuevas generaciones.",[''],En Familia. Primavera 2018,,No details,['CINE'],https://www.lacasaencendida.es/cine/ferngully-aventuras-zak-crysta-bill-kroyer,https://www.lacasaencendida.es/storage/3295/responsive-images/8651-609f-enfamilia_primavera_2018_ferngully_nt___detail_1600_900.jpg
241,Will Benedict presenta “The Restaurant”. Episodios 1-6,No definido,11 may 2018,La última sesión del ciclo audiovisual en torno a la exposición Pulgares que escriben y se deslizan de DIS nos trae al artista Will Benedict para presentar los seis episodios que componen The Restaurant. Una oportunidad única de ver esta obra completa cuyo primer episodio aparece en la muestra del colectivo americano.,"The Restaurant (Episodios 1-6), de Will Benedict y Steffen Jørgensen. 2017. 45’
The Restaurant es una fábula sobre el sistema económico y moral de nuestro metabolismo. Un mundo en el interior de un estómago poblado por fuerzas corporales libidinosas tanto terrenales como celestiales. El vídeo pone el foco en la experiencia gastronómica, donde las desigualdades globales se topan con nuestra vida cotidiana y donde la transformación del proceso metabólico más básico se convierte en una actividad tan desmesurada que para comer ya no necesitamos solo comida, sino todo internet y sus pesados servidores, la tinta y el papel de los periódicos y libros, todo el aire, el agua y las calorías que quemamos pensando, las leyes para defender nuestra propiedad, y escuadrones militarizados para promulgar y reforzar esas leyes y, finalmente, todo el tiempo y esfuerzo empleado en decidir y evaluar cómo y con quiénes tendrán lugar nuestras experiencias.
Will Benedict (Los Ángeles, 1978) ha participado en las exposiciones I AM A PROBLEM en el Museum für Moderne Kunst de Fráncfort (2017), Género no conforme: The DIS Edutainment Network en el De Young Museum de San Francisco (2017), 9ª Bienal de Berlín (2016) o la 10ª Bienal de Nicaragua (2016).",[''],Not in a group,2 horas,No details,"['CINE', 'ENCUENTROS']",https://www.lacasaencendida.es/cine/will-benedict-presenta-restaurant-episodios-1-6,https://www.lacasaencendida.es/storage/3432/responsive-images/8854-609f-pulgares_dis_restaurant_will_benedict_nt___detail_1600_900.jpg
242,Vivian Gornick - Anna Guitart,No definido,10 may 2018,"La escritora, periodista y ensayista, Vivian Gornick, nos hablará de su vida y obra de la mano de la periodista y guionista Anna Guitart.","Vivian Gornick (Nueva York, 1935) es una de las más ilustres y respetadas escritoras y feministas, en rigurosa primera persona, del mundo entero. Es autora de varios libros, entre los que se cuentan las dos memorias Apegos Feroces y La mujer singular y la ciudad (Sexto Piso/L'Altra Editorial, 2017), la biografía de la feminista revolucionaria Emma Goldman (Emma Goldman. Revolution as a way of life, Yale University Press, 2013) y tres colecciones de ensayos, dos de los cuales, The Men in My Life (Mit Press, 2008) y The End of the Novel of Love (Beacon Press, 1998), fueron finalistas del National Book Critics Circle Award. Es profesora de escritura creativa en la New School, escribe para varios medios y sigue viviendo en Nueva York. En 2017 Vivian Gornick se llevó el premio a Mejor Libro de Ficción que otorga el Gremio de Libreros de Madrid por la versión castellana de Apegos feroces (Sexto Piso, 2017).
Anna Guitart (Barcelona, 1976) es periodista y guionista. Comenzó trabajando en Radio Barcelona y COM Ràdio. En televisión, ha desarrollado su carrera en espacios como De què va (Canal 33), El bocamoll (TV3), Savis (Canal 33) y Via Llibre. También fue la responsable y presentadora de Via Llibre. En la actualidad, presenta el único espacio sobre libros de la televisión pública catalana: Tot el temps del món, donde realiza profundas entrevistas a autores internacionales.",[''],Primera Persona Madrid 2018,1 hora,No details,['ENCUENTROS'],https://www.lacasaencendida.es/encuentros/vivian-gornick-anna-guitart,https://www.lacasaencendida.es/storage/3349/responsive-images/8730-609f-primera_persona_2018_vivian_gornick_nt___detail_1600_900.jpg
243,Simon Reynolds,No definido,10 may 2018,"El crítico musical Simon Reynolds conversará sobre el glam-rock, desde sus pioneros hasta sus estrellas actuales, y la relación del género con su propia biografía y memoria.","Simon Reynolds (Londres, 1963) es un crítico cultural y articulista musical, que puede tanto explicar cómo ha bailado (libretita en mano) en raves de electrónica improvisadas en algún punto de la autopista M25 como citar a pensadores como Jacques Derrida o Roland Barthes para analizar algún nuevo brote o mutación de la música pop. Desde que montó su primer fanzine musical mientras estudiaba historia en Oxford, para luego destacar como una de las firmas más personales de la revista Melody Maker, ha escrito sobre música, pero siempre desde ángulos como el género, la raza o la clase social. En eso se han centrado sus textos para cabeceras como The Wire, The New York Times o The Guardian. Y sobre eso van sus aplaudidos libros: sobre la relación entre el rock bohemio blanco y la cultura negra callejera o entre la clase obrera y la vanguardia electrónica, entre otros fenómenos. También ha vaticinado, creando de paso el concepto retromanía aplicado a una cultura demasiado nostálgica, que el pop terminará “no con un bang, sino con una caja recopilatoria cuyo cuarto disco nunca llegamos a escuchar”. Su última obra, Como un golpe de rayo. El glam y su legado, de los setenta al siglo XXI (Caja Negra), analiza ese género andrógino, de clase obrera y vanguardista, que lo marcó desde sus primeros años de infancia. Y que contiene todas las claves de este pensador pop único.",[''],Primera Persona Madrid 2018,1 hora,No details,['ENCUENTROS'],https://www.lacasaencendida.es/encuentros/simon-reynolds,https://www.lacasaencendida.es/storage/3343/responsive-images/8728-609f-primera_persona_2018_simon_reynolds_nt___detail_1600_900.jpg
244,Tom Gauld,No definido,10 may 2018,"El dibujante e ilustrador escocés Tom Gauld nos hablará sobre su pasión lectora y vicios editoriales, comentando sus viñetas más célebres y la intrahistoria que esconde cada una.","Tom Gauld (Abrerdeenshire, Escocia, 1976) es dibujante de cómics e ilustrador. Muchos le llaman “el dibujante de los amantes de los libros”, porque la gran mayoría de sus viñetas versan sobre literatura y bibliofilia (o bibliomanía). Gauld tiende a reírse (con mucho cariño) de los coleccionistas de libros, de los críticos, de los escritores consagrados, del canon, del género y de la mentalidad sagrada que envuelve a algunos “clásicos”. Utilizando un humor lacónico y un ojo pérfido –así como un espíritu melancólico–, el caricaturista ha creado algunas de las observaciones más cómicas y en la diana de todo este asunto de leer, escribir y tener en la mesilla de noche Guerra y paz pero no abrirlo ni borracho. Gauld ha colaborado con The Guardian (diario en el que publica una viñeta semanal desde hace años), The New York Times, The New Yorker, The Believer y Granta. Salamandra Graphic ha publicado en España tres de sus mejores títulos: Todos tienen envidia de mi mochila voladora, En la cocina con Kafka y Un policía en la luna.",[''],Primera Persona Madrid 2018,1 hora,No details,['ENCUENTROS'],https://www.lacasaencendida.es/encuentros/tom-gauld,https://www.lacasaencendida.es/storage/3341/responsive-images/8727-609f-primera_persona_2018_tom_gauld_nt___detail_1600_900.jpg
