,title,artist,date,description,text,tags,group,event,category,url,image,Duración
28,Laure Prouvost. En la profundidad el calor se fuga,No definido,7 oct 22 - 8 ene 23,"Reconocida por sus instalaciones inmersivas multisensoriales y transmedia, con líneas argumentales entretejidas que combinan ficción y realidad, Laure Prouvost (Lille, Francia, 1978) es una contadora de historias extraordinaria, que busca en su trabajo una nueva gramática audiovisual sustentada en un enfoque háptico y sensual.","En la creación artística de Prouvost, premio Turner 2013 y representante de Francia en la Bienal de Venecia de 2019, la elasticidad del lenguaje y la narrativa desempeñan un papel esencial con obras que, alejándose de las narrativas lineales tradicionales y jugando a menudo con malas traducciones intencionadas, desquician las conexiones esperadas y comunes entre el lenguaje, la imagen y la percepción, abriendo así un espacio al humor y a la imaginación del espectador. Seduciéndole.
La propia artista afirma: “Las palabras para mí son muy poderosas visualmente, porque con las palabras las personas crean su propia visión. Solo estoy insinuando y sugiriendo posibilidades, la audiencia está haciendo su propia imagen en su cabeza. También se trata de malentendidos, malas interpretaciones, malas comunicaciones, palabras que también sugieren fracaso y otros sentidos”.
En esta misma línea, Prouvost juega con los espacios expositivos, donde plantea una constante fricción entre lo que ocurre dentro y fuera de la pantalla, entre cómo se experimenta lo representado y lo que se está experimentando en el espacio, y trastoca así los paradigmas establecidos sobre la transmisión de información a través del relato. Al eludir los procesos asociativos convencionales, esta omnipresencia de lo lúdico multiplica las interpretaciones posibles de cada obra. De alguna manera muy similar a los juegos infantiles de asociación libre de ideas e imágenes, Prouvost restaura e ilumina las propiedades mágicas de lo cotidiano.",[''],Not in a group,No details,['EXPOSICIONES'],https://www.lacasaencendida.es/exposiciones/laure-prouvost-profundidad-calor-fuga,https://www.lacasaencendida.es/storage/6199/responsive-images/13982-609f-laure_prouvost_04_nt___detail_1600_900.jpg,
29,"'El Reino. Afganistán, la Tierra Herida'",Mayte Carrasco y Mettelsiefen,6 oct 2022,"El ciclo Cine, justicia, reparación comienza con la proyección de El Reino, el primer capítulo de una serie de cuatro episodios dirigido por Mayte Carrasco y Marcel Mettelsiefen, en los que se desgrana la historia de los últimos 40 años de guerra en Afganistán. Tras la proyección tiene lugar un coloquio con la directora y la periodista Pilar Requena.","El Reino, primer capítulo de la serie Afganistán La Tierra Herida, de Mayte Carrasco y Marcel Mettelsiefen. España, 2020. 52'
Con imágenes de archivo excepcionales y con entrevistas a supervivientes, víctimas y verdugos, la serie producida por Looks Films ha sido premiada con el prestigioso premio alemán Grimme Preis, con los FOCAL Awards y nominada a otros tantos premios internacionales.
En este primer capítulo, el público descubre la historia del último rey de Afganistán, los dos golpes de Estado comunistas y sus protagonistas, así como el origen y causas del nacimiento de la Yihad y los mujahidines del año 70 al 89, cuando la Unión Soviética invade el país.
Coloquio con:
Pilar Requena. Directora de Documentos Tv, el programa de documentales de RTVE. Ha sido redactora del área Internacional de los Telediarios (1987-1999), corresponsal de TVE en Berlín (1999-2004), reportera de En Portada (2004-2020) y, desde octubre de 2018, responsable de la unidad de Investigación de TVE y representante de RTVE en la Red de Periodismo de Investigación de EBU. En su larga trayectoria profesional ha cubierto multitud de acontecimientos internacionales, entre ellos diversos conflictos, y ha realizado decenas de reportajes y documentales sobre diferentes países y temas. Colabora en el Instituto Español de Estudios Estratégicos, es ponente, conferenciante y profesora de Relaciones Internacionales y Periodismo y Comunicación en distintas universidades. Ha sido galardonada, además, con el Premio Internacional de Periodismo Rey de España, el Premio Europeo Civis y el Premio Salvador de Madariaga.",[''],"Cine, justicia, reparación",No details,"['CINE', 'ENCUENTROS']",https://www.lacasaencendida.es/cine/reino-afganistan-tierra-herida-mayte-carrasco-mettelsiefen,https://www.lacasaencendida.es/storage/6116/responsive-images/13865-609f-reino_afganistan_tierra_herida_nt___detail_1600_900.jpg,2 horas
30,Energías,No definido,6 oct 22 - 23 feb 23,"La energía está por todas partes. Incluso cuando no hacemos nada, estamos consumiendo energía. ¿De dónde viene la energía que usamos en el planeta para nuestras actividades habituales? En este taller lo descubriremos y reflexionaremos sobre la importancia de impulsar las energías renovables.","Introduciremos cada uno de los tipos y fuentes de energía más comunes en España y reflexionaremos sobre los aspectos socioeconómicos y ambientales que se derivan de su uso. Se presentará el uso de las renovables como la alternativa más sostenible. Se creará espacio para el debate y la reflexión. ¿Qué ventajas e inconvenientes tienen los usos actuales? ¿Cómo nos posicionaríamos nosotros? ¿Tenemos información suficiente para decantarnos por unas u otras posturas?
Desarrollo de la actividad
La actividad comenzará con la presentación de las implicaciones económicas y sociales del consumo energético en España y el análisis de las consecuencias ambientales de las principales fuentes energéticas empleadas.
A continuación se realizarán actividades lúdicas que afianzarán los conocimientos e ideas adquiridos en la primera parte. Se llevará a cabo un juego de estrategia en el que, repartidos en grupos, los participantes experimentarán la complejidad de gestionar un territorio y unos recursos naturales de forma que todas las partes implicadas –personas, medio ambiente y economía– salgan beneficiadas.",[''],Secundaria,No details,['ESCOLARES'],https://www.lacasaencendida.es/escolares/energias-5,https://www.lacasaencendida.es/storage/6138/responsive-images/13887-609f-energias_nt___detail_1600_900.jpg,
31,Consumo responsable - Audiovisual,No definido,5 oct 22 - 22 feb 23,"A través de una selección de vídeos, reflexionaremos acerca de conceptos como consumo responsable y sostenible, economía circular y decrecimiento consciente.","Vivimos en un mundo en el que todo sucede deprisa y nuestra forma de consumir (la cultura del usar y tirar) es sin duda un reflejo de ello, lo que está pasando factura a la salud del planeta de formas muy distintas. Desde la contaminación de ríos y océanos hasta la problemática del cambio climático, todo tiene en origen la forma en la que la humanidad ha devorado y maltratado los recursos limitados de la Tierra.
A través de esta actividad, apoyada en distintas piezas audiovisuales, conoceremos más a fondo algunos de estos problemas a los que nos enfrentamos y plantearemos alternativas de consumo responsable, economía circular y decrecimiento sostenible que nos harán llevar una vida más sana y coherente con nuestro compromiso con el futuro.
Objetivos
Conocer nuevos modelos de consumo responsable y sostenible.
Contribuir al desarrollo de una ética ambiental crítica que nos haga replantear nuestro consumo.
Favorecer la creación de una responsabilidad individual y colectiva con nuestro entorno más próximo.
Empoderar al alumnado, facilitándole la toma de consciencia de su poder como consumidor.",[''],Secundaria,No details,['ESCOLARES'],https://www.lacasaencendida.es/escolares/consumo-responsable-audiovisual-1,https://www.lacasaencendida.es/storage/6137/responsive-images/13886-609f-consumo_responsable_nt___detail_1600_900.jpg,
32,The Serengeti Rules,No definido,4 oct 2022,Una de las historias científicas más importantes pero jamás contada de nuestro tiempo y con profundas implicaciones para el destino de la vida en nuestro planeta.,"Las leyes del Serengeti (The Serengeti Rules), Estados Unidos, 2018. 84’. HHMI Tangled Bank Studios, Passion Planet. VOSE.
A partir de la década de 1960, un pequeño grupo de jóvenes científicos se adentraron en la naturaleza, impulsados por una curiosidad insaciable por conocer su funcionamiento. Tras estar inmersos en algunos de los lugares más remotos y espectaculares de la Tierra, desde el majestuoso Serengeti hasta la selva amazónica, pasando por el Océano Ártico, ahora, en el ocaso de sus eminentes carreras, estos cinco héroes anónimos de la ecología moderna comparten sus historias. Se trata de Bob Paine, Jim Estes, Mary Power, Tony Sinclair y John Terborgh.
En todo el mundo, descubrieron que de entre los millones de especies de nuestro planeta, algunas son mucho más importantes que otras. Llamaron a estas especies ""piedras angulares"" porque mantienen unido el mundo natural. 
Basado en el libro de Sean B. Carroll, The Serengeti Rules, esta película cambia forma en que vemos la naturaleza.
Intervienen en el coloquio posterior:",[''],Pajareros 2022,No details,"['ENCUENTROS', 'CINE']",https://www.lacasaencendida.es/encuentros/serengeti-rules,https://www.lacasaencendida.es/storage/6230/responsive-images/14055-609f-serengeti_rules_nt___detail_1600_900.jpg,2 horas
33,Creatio. El planeta de los cuentos,No definido,4 oct 22 - 16 jun 23,"Una extraterrestre proveniente del planeta Creatio, el planeta de donde vienen los cuentos, se acerca hasta la Tierra para proponernos algunos juegos muy extraterrestres y muy divertidos. A cambio solo nos pide que le contemos un cuento que no haya leído u oído nunca.","Los asistentes a esta actividad podrán participar del proyecto más extraordinario que jamás se haya realizado en el universo conocido. En conexión directa con otros planetas del sistema solar recibirán mensajes en clave, llamadas codificadas y alguna que otra sorpresa como la inesperada visita de una extraterrestre que nos desvelará que la Tierra es el planeta preferido por los amantes de los cuentos de todo el universo conocido… y todos quieren viajar hasta aquí.
Ciencia ficción, tecnología, extraterrestres, robots, naves espaciales y muchísima creatividad conforman el contenido que nos sirve de enlace con las nuevas generaciones de niños y niñas nacidos en un momento histórico digital y tecnológico. Pero lo que esta actividad busca por encima de todo es que al final de cada historia y de las actividades que se realizan en torno a ellas, el alumnado comprenda que las vivencias emocionales son universales y no tienen espacio ni tiempo; que cada aventura, por muy “ficcionada” que esté, tiene relación con lo que somos y las cosas que nos pasan.
Creatio, al fin y al cabo, es un planeta que habita dentro de cada uno de nosotros.",[''],Infantil,No details,['ESCOLARES'],https://www.lacasaencendida.es/escolares/creatio-planeta-cuentos,https://www.lacasaencendida.es/storage/6144/responsive-images/13897-609f-creatio_planeta_cuentos_2022_nt___detail_1600_888.jpg,
34,Calidad ambiental,No definido,4 oct 22 - 28 feb 23,"En esta actividad trataremos de averiguar si Madrid es una ciudad con buena o mala calidad ambiental, es decir, si tiene problemas de contaminación. La calidad ambiental está directamente relacionada con nuestra salud, por eso es importante conocer cómo influimos en ella y cómo podemos vivir de un modo pleno respetando nuestro entorno.","Existen muchos tipos de contaminación, aunque en los medios de comunicación casi siempre se hable únicamente de la atmosférica. En esta actividad conoceremos estas distintas formas en que nuestro entorno puede estar contaminado (gases y partículas atmosféricos que también se depositan en suelos y agua, radiaciones, ruido, contaminación lumínica, residuos sólidos liberados al medio...), y reflexionaremos sobre el papel que tiene el ser humano en intentar solucionar estos problemas ambientales.
Aplicando las fases del método científico, tras la formulación de una hipótesis inicial, trataremos de concluir si la ciudad en la que vivimos tiene una buena o mala calidad ambiental. Para ello, a lo largo del proceso realizaremos una serie de mediciones sencillas en las que el alumnado se familiarizará con técnicas básicas y aparatos de laboratorio, conceptos científicos, y descubrirá el apasionante proceso de buscar respuesta a las preguntas que nos plantea la realidad que nos rodea.
Por último, en la actividad se generará un espacio de reflexión sobre los efectos de la calidad ambiental sobre la salud de las personas y la importancia del método científico en explicarnos la realidad.",[''],Secundaria,No details,['ESCOLARES'],https://www.lacasaencendida.es/escolares/calidad-ambiental-3,https://www.lacasaencendida.es/storage/6139/responsive-images/13888-609f-escolares_calidad_ambiental_nt___detail_1600_900.jpg,
35,Visitas online adaptadas para personas con discapacidad intelectual,No definido,3 oct - 30 nov 2022,"La Casa Encendida ofrece a las personas con discapacidad intelectual la posibilidad de conocer la exposición De ida y vuelta. África, a través de una visita online. Esta muestra colectiva se elige del histórico de exposiciones de La Casa Encendida para esta visita adaptada online, que realizaremos a través de su catálogo.","En esta ocasión se trata de conocer la exposición De ida y vuelta. África, que se expuso en La Casa Encendida en 2006. Las diversas realidades de un mundo, lejano y cercano a la vez, es explorado por artistas del continente africano que han decidido permanecer o partir de sus lugares de origen, por diversas razones. En grupo realizaremos un recorrido por una cultura rica en manifestaciones artísticas.
Especiales dibujos, esculturas, fotografías y pinturas conforman una publicación singular que nos invita a conocer miradas creativas, diferentes, imaginativas y reales.
En este programa de acercamientos al arte visual queremos crear espacios de confianza para incentivar la expresión de personas con capacidades diversas. Incentivamos la comunicación de emociones y experiencias que nos estimulan a la observación de las creaciones de otros y, en consecuencia, al diálogo, a la escucha de opiniones heterogéneas, a la valoración de otras miradas y al disfrute de la suma de todo el conjunto.
Fechas: del 3 de octubre al 30 de noviembre de 2022.
Día y horario preferente: martes y jueves a las 10.30 h.",[''],Comprender,No details,"['ONLINE', 'MEDIACIÓN']",https://www.lacasaencendida.es/contenido-online-actividades/visitas-online-adaptadas-para-personas-con-discapacidad-intelectual-3,https://www.lacasaencendida.es/storage/6260/responsive-images/14103-609f-visitas_online_personas_discapacidad_intelectual_octubre_2022_nt___detail_1600_1065.jpg,
36,"Un recorrido, siete ecologías",No definido,2 oct 2022,"El Patio de La Casa Encendida reúne siete propuestas de arquitectas y arquitectos emergentes, que nos invitan a pensar otras relaciones con nuestros entornos, en un recorrido abierto a los visitantes con la presencia de los estudios creadores.","Durante los días 1 y 2 de octubre, pueden visitarse en el Patio de La Casa Encendida las propuestas de siete escenarios o ecologías para una arquitectura todavía por construir: siete situaciones, modelos o maquetas, siete mundos para una práctica espacial más amable, con otras comunidades (humanas y no humanas), ecosistemas y territorios.
La tarde del domingo, las autoras y autores presentan las propuestas a las y los visitantes interesados, generando pequeños encuentros y presentaciones informales, abriendo espacios de intercambio con el público sobre los temas que atraviesan las propuestas. A partir de las 17:00 h y, según el siguiente programa, cada estudio hace demostraciones puntuales y presenta los resultados de su investigación respondiendo a las dudas del público y explicando el funcionamiento de la instalación.
Programa:
17.00 h y 19:40 h: HPO Collective (IT), Rituales de trabajo
17:20 h y 19:20 h: Pareid Architecture (ES/UK), Desmantelamiento gamificado: Variaciones de una cabaña primitiva
17:40 h: Aparicio/Eeraerts (BE), Material Transformation: ciclos del suelo
18.00 h: Breathe Earth Collective (AT), Forestación colectiva hacia una ciudad que respira",[''],Ecologías para otras arquitecturas,No details,['ENCUENTROS'],https://www.lacasaencendida.es/encuentros/recorrido-siete-ecologias,https://www.lacasaencendida.es/storage/6203/responsive-images/13987-609f-recorrido_siete_ecologias_nt___detail_1600_900.jpg,3 horas 30 minutos
37,La salud de los suelos hortícolas urbanos,No definido,2 oct 2022,"El suelo es un recurso vital para los ecosistemas y la humanidad. Por ello, es imprescindible un suelo sano para la producción de alimentos saludables. En este taller se aprenderá a determinar e interpretar las propiedades básicas de un suelo.","La agricultura urbana puede ser la solución a varios de los Objetivos de Desarrollo Sostenible establecidos por la ONU como son poner fin al hambre, lograr la seguridad alimentaria y la mejora de la nutrición y promover la agricultura sostenible; garantizar una vida sana y promover el bienestar para todos en todas las edades; lograr que las ciudades y los asentamientos humanos sean inclusivos, seguros, resilientes y sostenibles y garantizar modalidades de consumo y producción sostenibles.
El suelo alberga un 25 % de la biodiversidad de la Tierra. El 95 % de nuestros alimentos proviene de forma directa o indirecta de ellos, por lo que es fundamental contar con suelos sanos para la producción de alimentos.
Sin embargo, los suelos urbanos generalmente son pobres en nutrientes y materia orgánica, están compactados y en ocasiones contaminados, por lo que es necesario evaluar su calidad.
En este taller se explicarán los conceptos básicos para realizar un diagnóstico de la salud del suelo de un huerto urbano, exponiendo las principales propiedades edáficas, su influencia sobre la disponibilidad/movilidad de los nutrientes/contaminantes y realizando algunos ensayos sencillos para su determinación, así como la interpretación de los resultados.",[''],Humus Revolution 2022,No details,['ENCUENTROS'],https://www.lacasaencendida.es/encuentros/salud-suelos-horticolas-urbanos,https://www.lacasaencendida.es/storage/6209/responsive-images/13993-609f-vii_taller_analisis_suelos_nt___detail_1600_901.jpg,2 horas
38,'Neptune Frost',Anisia Uzeyman y Saul Williams,1 oct - 2 oct 2022,"Ciber-musical punk de ciencia ficción con una visión audaz del poder, la explotación y el amor, ambientado en un campamento de deshechos electrónicos en Ruanda. Fue estrenada mundialmente en Cannes.","Siguiendo la filosofía afrofuturista, la obra está protagonizada por un colectivo de hackers subversivos que intenta derrocar al gobierno dictatorial que está explotando los recursos naturales de la región y a sus gentes.
El filme aúna cultura africana, tecnología, liberación, misticismo e imaginación para reflexionar sobre el futuro de África, mientras cuestiona los acontecimientos del pasado.
Neptune Frost, de Anisia Uzeyman y Saul Williams. Ruanda, 2021. 105’. VOSE
En un campamento de desechos electrónicos, un colectivo de hackers subversivos intenta escapar, mediante el uso de la tecnología, de los estragos del genocidio producido por la despiadada explotación de los codiciados recursos minerales del país. Un fugitivo intersexual marginado por la sociedad y un minero de coltán fugado, guiados por un sueño común, deciden sumarte a este grupo de piratas informáticos.
La película cuenta con una desbordante puesta en escena, apoyada en un vestuario que combina trajes tradicionales y moda retrofuturista realizada por el reconocido diseñador de moda ruandés, Cedric Mizero. Una brillante banda sonora acompaña a los números musicales y la fotografía, de intensas atmósferas de color, es obra de la propia Anisia Uzeyman.",[''],Cine Contemporáneo: Contra-relatos desde la periferia,No details,['CINE'],https://www.lacasaencendida.es/cine/neptune-frost-anisia-uzeyman-saul-williams,https://www.lacasaencendida.es/storage/6224/responsive-images/14047-609f-neptune_frost_nt___detail_1600_900.jpg,
39,Narrando siete ecologías,No definido,1 oct 2022,"En el Auditorio de La Casa Encendida, los estudios invitados cuentan el proceso de trabajo de las propuestas arquitectónicas que se exhiben en el Patio y que se pueden visitar los días 1 y 2 de octubre.","El encuentro se desarrolla en dos partes, una presentación de los contenidos e invitados participantes por parte del comisario del proyecto, Gianpiero Venturini, y una serie de siete presentaciones, de unos 20 minutos cada una, donde los estudios invitados hablan sobre las propuestas y su desarrollo.
Intervienen:
Aparicio/Eeraerts reflexiona sobre la transformación material y los cambios que se generan en nuestro planeta como consecuencia del uso de materiales primas empleadas en la construcción de objetos cotidianos.
Pareid Architecture presenta una reflexión sobre el concepto de gamificación, a través de un juego interactivo que busca sensibilizar al público sobre el uso responsable de los materiales que usamos para construir nuestras ciudades.
Breathe Earth Collective introduce su concepto de Climate-Culture (Cultura Climática), para responsabilizarnos del cuidado de las especies vegetales que nos rodean.
Studio Wild propone una reflexión sobre el rápido abandono de las áreas centrales de los países del Mediterráneo a través de una escultura frágil que busca el equilibrio.",[''],Ecologías para otras arquitecturas,No details,['ENCUENTROS'],https://www.lacasaencendida.es/encuentros/narrando-siete-ecologias,https://www.lacasaencendida.es/storage/6201/responsive-images/13986-609f-narrando_siete_ecologias_nt___detail_1600_900.jpg,3 horas
40,Fuego en el cuerpo,No definido,1 oct 2022,Embarazos no planificados que trastocan la circunstancia de la futura madre. Esta sesión reúne tres piezas donde el miedo a los cambios físicos y la sensación de pérdida de control sobre la propia vida dejan latiendo una pregunta: ¿Dónde se ha metido el padre? Las respuestas a un embarazo unilateral son tan variadas como los copos de nieve.,"Birth, de Signe Baumane. Italia, EE.UU., 2009. 13’
En este corto animado, Amina tiene diecisiete años y está embarazada. Asustada por dar a luz y en busca de consejo y ayuda, acude a una mujer experimentada pero sus historias la asustan incluso más.
Signe Baumane (Auce-Letonia, 1964) es animadora, artista plástica, ilustradora y escritora. Miembro de la Academia de las Artes y las Ciencias Cinematográficas. Realizó su primera película de animación, La bruja y la vaca, en 1991, de la que fue guionista, directora, diseñadora y animadora. Además de dedicarse a la animación, Baumane ha realizado numerosas pinturas y esculturas y también ha trabajado como ilustrador de libros infantiles. Sus películas se han proyectado en importantes festivales como Annecy, Tribeca, Sundance, Berlín o Venecia.
Moms on Fire, de Joanna Rytel. Suecia, 2016. 15’
Este corto de stop-motion realiza una mirada a los últimos días de embarazo de dos amigas que tienen algo en común: no deseaban ser madres de nuevo. Un relato de la maternidad y del embarazo desprovisto de cualquier aspecto positivo y que evidencia los sacrificios que las mujeres deben aceptar para traer nuevos seres humanos al mundo. Además, muestra sin tapujos la sexualidad de las embarazadas.",[''],Maternar contra el mito,No details,"['CINE', 'ENCUENTROS']",https://www.lacasaencendida.es/cine/fuego-cuerpo,https://www.lacasaencendida.es/storage/6236/responsive-images/14063-609f-birth_signe_baumane_nt___detail_1600_900.jpg,2 horas
41,'Supergusano',Jac Hamman y Sarah Scrimgeour,1 oct - 2 oct 2022,"Animales del bosque, no temáis, ¡Supergusano está aquí! Largo, fuerte y con habilidades que os sorprenderán, será capaz de ayudar a arañas y sapos a salir de las peores de las situaciones. Pero ¿quién lo rescatará cuando sea capturado por el malvado lagarto?","Supergusano, de Jac Hamman y Sarah Scrimgeour. Reino Unido, 2022. 55’
Con Supergusano no hay que sufrir. Bueno, solo en el caso de que un animal más grande apareciera en escena... ¡Oh, no! Un cuervo ha capturado a Supergusano y se lo ha llevado como esclavo de un lagarto malvado. Menos mal que la mariposa, con la ayuda de sus alas, lo ha visto todo. Ahora es momento de trazar un plan genial para rescatar a Supergusano. Pero si el héroe siempre ha sido él, ¿cómo lo salvarán sin su ayuda?
De los creadores del Grúfalo y el dragón Zog, entre otras fábulas inolvidables, llega la última adaptación cinematográfica de los cuentos de Julia Donaldson y Axel Scheffler. Una aventura que pone en valor la amistad, el agradecimiento y las buenas ideas en equipo, porque si cada uno aporta su grano de arena, entre todos podemos hacer grandes proezas. Supergusano y sus amigos protagonizan este programa en compañía de otras pequeñas historias sobre el compañerismo, la ayuda y el cuidado a los demás y al medio ambiente.",[''],En Familia. Otoño 2022,No details,['CINE'],https://www.lacasaencendida.es/cine/supergusano-jac-hamman-sarah-scrimgeour,https://www.lacasaencendida.es/storage/6214/responsive-images/13998-609f-supergusano_en_familia_nt___detail_1600_901.jpg,
42,Una quiere y la otra no,No definido,1 oct 2022,Presentación del ciclo Maternar contra el mito y conferencia de Nuria Cubas sobre la maternidad a través de la historia del cine.,"Una quiere la otra no es una introducción a la maternidad en la historia del cine a través de ejemplos de cómo se han mostrado e interpretado las figuras maternas en las películas en las que la madre y la maternidad ocupan el centro. 
El recorrido abarca de manera no cronológica diferentes épocas de la historia del cine, desde el cine precode estadounidense (correspondiente a los años 20 y que abarca un breve periodo entre la introducción del sonido y el empleo del código de autocensura), a los nuevos cines de los años 60, llegando hasta el cine contemporáneo, que es la base del ciclo.
La charla es impartida por Nuria Cubas, coprogramadora del ciclo.
Nuria Cubas (Madrid, 1984) pone en marcha en 2013 el proyecto Pasajes de Cine, un espacio itinerante para el pensamiento y la difusión del cine. En 2015 cofunda FILMADRID, Festival Internacional de Cine, que dirige desde entonces. Además de programar en instituciones dentro y fuera de España, ha formado parte del equipo de programación de Punto de Vista Festival Internacional de Cine Documental de Navarra y actualmente también de Documenta Madrid. También tiene un hijo que nació en 2014 y se llama Miguel.",[''],Maternar contra el mito,No details,"['PRESENTACIONES', 'CINE', 'ENCUENTROS']",https://www.lacasaencendida.es/presentaciones/quiere-otra-no,https://www.lacasaencendida.es/storage/6235/responsive-images/14062-609f-una_quierer_otra_no_2022_nt___detail_1600_1174.jpg,1 hora 30 minutos
43,Taller de lana,No definido,1 oct 2022,"En la Casa de Campo hay un rebaño de ovejas que dan leche y lana, 350 ovejas churras que cada invierno trashuman desde la Sierra Norte de Madrid. ","En este encuentro-taller nos aproximaremos al proceso de elaboración de la lana a partir de los vellones del rebaño de Campo Adentro que pasa parte del año en La Majada en la Casa de Campo.
Se hablará de ovejas, de tipos de lanas, del lavado, el escarmentado, cardado e hilado. Se acercarán a esta primera experiencia de pastoreo urbano en nuestro país a través de la lana, trabajándola, tocándola y pensando sobre este material cada vez más en desuso y que, sin embargo, mientras haya pastoreo, existirá.
Impartido por:
Amelie Aranguren. Desde 2011 es miembro de Campo Adentro, una asociación y un proyecto que trata, desde una sensibilidad artística pero con un importante contenido social, lo que acontece en el mundo rural, reclamando un encuentro entre el campo y la ciudad como base para estrategias de desarrollo sostenible. Actualmente es la responsable de programación artística de la sede de Campo Adentro en Madrid, denominado Centro de Acercamiento a lo Rural (CAR).
El taller tendrá lugar en La Majada Campo Adentro en la Casa de Campo. El punto de encuentro es la salida de la estación de metro Lago, a las 11.00 h.",[''],Humus Revolution 2022,No details,['ENCUENTROS'],https://www.lacasaencendida.es/encuentros/taller-lana,https://www.lacasaencendida.es/storage/6208/responsive-images/13992-609f-vii_taller_de_lana_nt___detail_1600_900.jpg,2 horas 30 minutos
44,Taller de cactus y suculentas,No definido,30 sep 2022,La mayor parte de los urbanitas desconocemos los cuidados que necesita el enigmático grupo de plantas que aparece bajo el paraguas de los cactus y suculentas.,"En junio de 2022 se ha vivido la ola de calor más temprana de la historia, alcanzado temperaturas de 45 grados en algunas provincias de España. Quizás en un futuro distópico, el clima de Madrid se asemeje mucho al de Tijuana.
Si no se pone remedio para mitigar el cambio climático, quizás los geranios desaparezcan de los balcones de nuestras terrazas y su lugar sea reemplazado por cactus y plantas resistentes a climas extremos. Así que, por si acaso, Humus Revolution propone un taller de cactus y suculentas.
En el taller, dirigido a principiantes, se aprenden las nociones básicas sobre el mantenimiento de estas plantas: consejos sobre sustratos, cuidados, riego, enfermedades e injertos.
El taller será impartido por:
Mercedes García: Farmacéutica e Ingeniera Agrónoma. Fundadora de Desert CITY en Madrid, el primer Vivero Biotecnologico de cactus y otras suculentas en Europa. Pionera del Xeropaisajismo en España.
Antonio Alfaro: fundador de CACSUMA. Desde 2016 participa en el jardín comunitario Esta es Una Plaza, donde ha creado uno de los cactusarios vecinales con más encanto de Madrid y alrededores. CACSUMA, la asociación de cactus y suculentas de Madrid, se creó en 2016 para fomentar el coleccionismo y la divulgación del mundo de los cactus.",[''],Humus Revolution 2022,No details,['ENCUENTROS'],https://www.lacasaencendida.es/encuentros/taller-cactus-suculentas,https://www.lacasaencendida.es/storage/6207/responsive-images/13991-609f-vii_taller_cactus_nt___detail_1600_902.jpg,2 horas
45,Yincana Hortelana,No definido,29 sep - 5 oct 2022,"La Yincana Hortelana es un juego donde descubrir detalles que suelen pasar desapercibidos en la ciudad, buscar pistas ocultas y agudizar el ingenio realizando pruebas de todo tipo que llevan a descubrir cuestiones curiosas sobre el entorno verde en la ciudad.","Contiene 10 retos, que incluyen pruebas fotográficas, de observación, creatividad, alguna prueba física apta para todos los públicos, etc. Las pruebas pueden resolverse en el lugar y horario que se elija, dentro de las fechas establecidas. La inscripción se puede realizar del 1 al 25 de septiembre, las plazas son limitadas. Para apuntarse es necesario rellenar el siguiente formulario.
Al completar la yincana, los participantes serán capaces de detectar al instante los brotes verdes que, espontáneamente, surgen entre el asfalto; descubrir la vegetación de temporada; y olfatear algunos de esos reductos vegetales que afloran por Madrid.
El 8 de octubre a las 12:00 h tiene lugar un encuentro para compartir los resultados de la yincana, en Esta es una Plaza (calle Doctor Fourquet 27, en el barrio de Lavapiés).
Coordinado por: 
Sara Casado, impulsora del primer protocolo de jardinería vecinal para Madrid que duerme en algún cajón municipal, inventora del primer bancorque comunitario y primera vecina que consigue el indulto municipal de una higuera plantada en un alcorque de Lavapiés. Cultiva su faceta de activista ambiental a través del diseño de actividades lúdicas en el espacio público, como la yinkana Okupas del asfalto en busca de la flora espontánea urbana, o la gestión de actividades culturales en el jardín comunitario Esta es una plaza.",[''],Humus Revolution 2022,No details,['ENCUENTROS'],https://www.lacasaencendida.es/encuentros/yincana-hortelana-3,https://www.lacasaencendida.es/storage/6206/responsive-images/13990-609f-vii_yincana_hortelana_nt___detail_1600_902.jpg,
46,Un cuerpo suena aquí. El cine de Laura Moreno Bueno,No definido,29 sep 2022,"La cineasta madrileña Laura Moreno Bueno nos invita a explorar su trabajo como un corpus sensitivo al que acceder a través de la escucha, aunando sus investigaciones principales alrededor del cuerpo, el paisaje y el sonido.","Varios de sus últimos trabajos de diferentes naturalezas se recopilan en esta experiencia, creada para Pasajes FILMADRID y se ponen en diálogo mediante la construcción de un nuevo sonido concebido para la ocasión.
Programa:
El sonido de las imágenes (2022) Proyección performática 18’
Performance cinematográfica basada en el uso de micrófonos fotosensibles que convierten la luz en sonido, creando así una banda sonora a partir de las imágenes de una ciudad proyectadas en la pantalla. ¿A qué suenan los paisajes de Toronto, cuáles son los colores que evocan sus espacios, cuál es su ritmo y su tono? La pieza resultante es una especie de diario de la estancia en Toronto de la directora, que realiza una construcción en torno a los colores y las formas encontradas en sus paseos por la ciudad. Jugando también con dobles exposiciones, emulsiones caducadas, filtros de color y diferentes procesos de revelado a mano, va modulando las imágenes (en un proceso abierto al azar) creando la sinfonía de una ciudad que realmente suena, por traducción directa de sus imágenes proyectadas. Un experimento que supuso la fabricación de estos fototransistores, más que micrófonos, instrumentos que en lugar de utilizar cuerdas o viento para sonar, utilizan imágenes.",[''],Pasajes FILMADRID,No details,['CINE'],https://www.lacasaencendida.es/cine/cuerpo-suena-aqui-cine-laura-moreno-bueno,https://www.lacasaencendida.es/storage/5846/responsive-images/13410-609f-laura_moreno_bueno_un_cuerpo_suena_aqui_2022_nt___detail_1600_965.jpg,2 horas
