,title,artist,date,description,text,tags,group,Duración,event,category,url,image
308,Gala de Finalistas de la VI Edición del Humus Film Fest,No definido,1 oct 2021,"Sexta edición del primer festival de cortos que se celebra en España sobre la temática huerta y ciudad. Durante la gala se exhiben los 16 cortos finalistas y se otorgan los premios por cada categoría (Fantástica, Autor, Comedia y Documental). El público asistente es el encargado de conceder el premio a su corto favorito.","El Humus Film Festival busca dar cabida a todas aquellas miradas que quieran mostrar la agricultura urbana desde el ámbito del cine, tanto de una forma amateur como profesional, con visiones surrealistas o poéticos, o pasando por escenarios cómicos o realistas.
Los huertos urbanos se han convertido en una de las experiencias más creativas e innovadoras de las ciudades. Desde estas islas verdes, la ciudadanía ensaya nuevas formas de interaccionar con el espacio público, impulsan eco-conductas como el compostaje comunitario, fomentan la educación ambiental, apuestan por la agroecología, por el decrecimiento, por el uso de energías renovables, fortalecen el tejido asociativo de los barrios, enriquecen la vida cultural de la urbe.
Este festival de cortometrajes pone en una coctelera el carácter hedonista que respiran estos espacios, su cara más creativa e innovadora, así como su faceta más activista. Un medio atractivo para descubrir las experiencias de agricultura urbana que se están enraizando por todas las ciudades del planeta
En la gala se proyectan los 16 cortos finalistas por cada categoría y el público elige su trabajo favorito. La convocatoria está abierta hasta el 13 de septiembre y las bases están disponibles en este .",[''],Humus Revolution 2021,2 horas 30 minutos,No details,"['PRESENTACIONES', 'ENCUENTROS', 'CINE']",https://www.lacasaencendida.es/presentaciones/gala-finalistas-vi-edicion-humus-film-fest,https://www.lacasaencendida.es/storage/5493/responsive-images/12831-609f-gala_humus_2021_nt___detail_1600_900.jpg
309,La Noche de los Libros 2021,No definido,1 oct 2021,"De la mano del Club de lectura Venecia, la Noche de los Libros en La Casa Encendida está dedicada a explorar las conexiones entre arte contemporáneo y literatura. Una velada para indagar la relación de artistas y escritoras con los libros, para rastrear qué saberes alojan y cuáles no, y dónde sintonizar cuerpos y literatura.","18:00h – Encuentro con Elisa Victoria
La primera invitada de esta noche es la escritora Elisa Victoria que ha publicado este año El evangelio, con Blackie Books. Además, ha vendido pizzas y hamburguesas con gorra roja, estudió Filosofía y Magisterio en Educación Infantil y escribe compulsivamente desde la pubertad. En 2013 publicó Porn & Pains y en 2018 La sombra de los pinos con Esto no es Berlín. En 2019 Blackie Books editó su primera novela, Vozdevieja. Ha colaborado en diversos medios y participado en multitud de fanzines y proyectos colaborativos. Imparte talleres literarios, le encantan los cómics, la música electrónica, las muñecas Chabel y que haga frío. Alimenta entre diez y treinta gatos al día. A todos les ha puesto nombre, co­noce las particularidades de cada uno y actúa en consecuencia.
19:20h – Una fiesta salvaje. Helena Mariño con la colaboración de Enri la forêt
Una fiesta salvaje es un grupo de estudio, escritura e investigación centrado en explorar los terrenos híbridos de creación que tienen como centro el cuerpo y la palabra, con especial dedicación al ámbito de la poesía. En la Noche de los Libros presenta una acción, a través de distintos poemas, para pensar cómo leemos hoy, cómo interfieren nuestros cuerpos en el proceso porque, como dice Dorothea Lasky, ""la poesía es una fiesta salvaje"".",[''],Not in a group,4 horas,No details,['ENCUENTROS'],https://www.lacasaencendida.es/encuentros/noche-libros-2021,https://www.lacasaencendida.es/storage/5543/responsive-images/12883-609f-noche_libros_2021_nt___detail_1600_900.jpg
310,Encuentro con Natalia Piñuel,No definido,30 sep 2021,"Este encuentro supone la presentación en Madrid del libro Ellas hacen ruido. Panorama Internacional, un recorrido transversal sobre las mujeres que han trabajado en la experimentación sonora y la producción de música electrónica desde finales del siglo XIX hasta la actualidad.","Ellas hacen Ruido. Panorama Internacional propone un viaje por la historia de la música electrónica narrado desde la perspectiva de género. Un estudio que, sin pretender ser exhaustivo, sí documenta con pasión y compromiso a djs, productoras y compositoras que, desde finales del siglo XIX hasta la actualidad, experimentan con sonidos.
El primero de los seis capítulos del libro presenta a las desconocidas pioneras de la música visual, a compositoras electroacústicas y de bandas sonoras, al taller radiofónico de la BBC y a la vanguardia americana. El segundo capítulo de la publicación está dedicado a los sonidos más oscuros; noise e industrial, mientras que el tercero habla sobre las mujeres en la cabina y la revolución a través del baile. El cuarto capítulo narra cómo producen música hoy donde, de manera transversal, se presenta un panorama de la música contemporánea y el quinto aborda otras latitudes, una mirada decolonial a la música electrónica, centrada en la corriente afrofuturista y la diáspora negra. Este apartado presenta a artistas que trabajan los sonidos periféricos y que proceden de países lejanos fuera de la hegemónica Europa, mientras que el capítulo final trata sobre las sinergias con el arte contemporáneo. Músicas, cyborgs e identidades fluidas.",[''],Encuentro con autores 2021,1 hora 30 minutos,No details,['ENCUENTROS'],https://www.lacasaencendida.es/encuentros/encuentro-natalia-pinuel,https://www.lacasaencendida.es/storage/5468/responsive-images/12798-609f-natalia_pinuel_2_nt___detail_1600_900.jpg
311,Programa 3. Futuro tiempo profundo,No definido,29 sep 2021,Placas tectónicas y volcanes resuenan en los sedimentos rocosos y en los espacios acuáticos de cavidades emergentes. Es el momento de fantasías minerales y transferencias de saberes entre nuevos agentes del pensamiento geológico. Proyección del futuro pasado. Fosilizaciones del presente.,"El programa está compuesto por ficciones especulativas en clave feminista que tejen una utopía planetaria de interdependencia.
M.A.G.N.E.T. (Imán), de Basim Magdy, Egipto. 2019. 21:02 minutos
En el futuro imaginado por Basim Magdy, la creciente fuerza de la gravedad ha cambiado significativamente la vida en la Tierra, haciéndola casi inhabitable para los humanos. Las marcas en la parte inferior de las piedras en pie aluden a catástrofes pasadas. El pasado, el presente y el futuro se funden en esta reflexión poética sobre el impacto de una Tierra irreversiblemente cambiada.
Imaginary Explosions, episode 2, Chaitén, de Caitlin Berrigan, 2019. USA. 23:04 minutos
En varios episodios, una comunidad científica transfeminista coopera con los deseos de la tierra mineral para hacer estallar simultáneamente todos los volcanes. Su objetivo es liberar a los instrumentos tecno-científicos de su poder militar y corporativo y volver a ponerlos al servicio de la Tierra. La investigación real de un equipo arqueológico se entreteje con la narrativa ficticia en este episodio cuando llegan señales desde una cueva al pie del volcán Chaitén, en Chile. La cosmología de ficción especulativa explora qué otros presentes y futuros son posibles una vez que empezamos a pensar más allá del marco de lo humano.",[''],Preciosos Estratos,2 horas 15 minutos,No details,"['CINE', 'ENCUENTROS']",https://www.lacasaencendida.es/cine/programa-3-futuro-tiempo-profundo,https://www.lacasaencendida.es/storage/5537/responsive-images/12880-609f-estratos_programa_3_nt___detail_1600_900.jpg
312,El desafío del agua,No definido,28 sep 2021,"Debate para hablar sobre la repercusión de la crisis del agua en los sistemas alimentarios, del impacto de la agricultura en los recursos hídricos, de las implicaciones de la reforma de la Política Agrícola Común (PAC) y de las propuestas desde la agroecología para la protección y gestión de esos recursos. Como ejemplo de los impactos en los ecosistemas acuáticos, se ve el caso del Mar Menor.","La FAO, en su informe sobre el estado mundial de la agricultura y la alimentación de 2020, señala que los recursos de agua dulce disponibles por persona han disminuido más de un 20% en los dos últimos decenios. En total, 1.200 millones de personas residen en zonas agrícolas con graves limitaciones de disponibilidad de agua.
El sector agrícola y la ganadería industrial son responsables de ello en buena medida tanto por su elevado consumo de agua como por la contaminación de los acuíferos que provocan.
Esto es especialmente preocupante en un contexto de cambio climático que ya está afectando a los patrones de lluvias y que está poniendo en riesgo la seguridad alimentaria en las zonas más vulnerables del planeta y, a largo plazo, también en países europeos del área mediterránea. Se puede decir por todo ello que nos encontramos ante una crisis global del agua.
Intervienen:
Pedro García, director de ANSE (Asociación de Naturalistas del Sureste). Ha trabajado como técnico ambiental en la administración local durante más de 20 años y ha coordinado numerosas campañas de defensa y conservación de la naturaleza.",[''],Comprender,1 hora 30 minutos,No details,"['ONLINE', 'ENCUENTROS']",https://www.lacasaencendida.es/contenido-online-actividades/desafio-agua,https://www.lacasaencendida.es/storage/5477/responsive-images/12817-609f-desafio_agua_nt___detail_1600_900.jpg
313,"'Jericó, el infinito vuelo de los días'",Catalina Mesa,26 sep 2021,"Una invitación a contemplar, recorrer, cantar y deleitarse con los colores y la belleza natural de Jericó, así como una oportunidad de ingresar en la intimidad de sus mujeres, llenas de humor, valentía y sabiduría.","Jericó, el infinito vuelo de los días, de Catalina Mesa. Colombia, 2016. 78'
Umbral entre el documental y la ficción, Jericó, el infinito vuelo de los días es un caleidoscopio de retratos íntimos de mujeres del pueblo de Jericó, en Antioquia, Colombia. A través de un itinerario sensible y musical se tejen los encuentros y las conversaciones entre ellas, de edades y condiciones sociales diferentes. Una a una se van revelando sus historias de vida, sus espacios interiores, su sentido del humor y su sabiduría. Facetas profundas y auténticas del espíritu femenino de una cultura que celebra y preserva el patrimonio inmaterial colombiano.
Catalina Mesa nació y creció en Colombia, su interés por el arte comenzó con el ballet y la danza contemporánea. Realizó una licenciatura en Historia del arte del espectáculo y una maestría en Letras en la Sorbona y continuó su formación en La Fémis, Escuela Nacional de Cinematografía de Francia. Miravus es la productora con la que realiza proyectos para diferentes marcas en el ámbito del arte, la música y la moda.
Tras terminar el documental Farm for Change para la institución internacional Design for Change, regresó a Colombia para cumplir con la promesa de celebrar la memoria de su tía abuela Ruth Mesa a través de la exaltación del espíritu femenino antioqueño con . El documental ha formado parte de la selección oficial de festivales como Hotdocs o el Festival Internacional de Vancouver.",[''],Muestra de cine colombiano,1 hora 30 minutos,No details,['CINE'],https://www.lacasaencendida.es/cine/jerico-infinito-vuelo-dias-catalina-mesa,https://www.lacasaencendida.es/storage/5557/responsive-images/12896-609f-jerico_infinito_vuelo_dias_nt___detail_1600_900.jpg
314,Encuentro entre la artista Chiara Bersani y la socióloga Mariella Popolla,No definido,26 sep 2021,"En este encuentro, Bersani y Popolla nos hablan sobre la experiencia que tuvieron durante la investigación etnográfica sobre “discapacidad y profesionales de las artes performáticas”, que juntas han experimentado desde 2019 hasta el 2020.","Lo han realizado a través de la técnica shadowing, que consiste en acompañar a alguien durante un periodo de tiempo determinado para observarle durante su jornada de trabajo y así obtener un aprendizaje de esta observación.
Esta técnica contempla una intensa relación entre la investigadora (la sombra) y el sujeto de la investigación (la artista).
Este diálogo pretende reconstruir las principales etapas del camino que han desarrollado juntas: sorteando obstáculos como la pandemia que interrumpió de manera abrupta su trabajo, recorriendo también momentos álgidos y creando soluciones sobre una técnica de investigación cualitativa poco utilizada pero extremadamente interesante para el estudio de las intersecciones entre organizaciones y discapacidad.
­­­Chiara Bersani es una artista que trabaja en el campo de las artes visuales y escénicas. Como actriz, ha colaborado con importantes artistas y compañías de la escena contemporánea europea como Lenz Rifrazioni, Alessandro Sciarroni, La Tristura, Rodrigo Garcia, Jérôme Bel o Babilonia Teatri. En 2016, comenzó un proyecto de co-creación con el coreógrafo Marco D'Agostin basado en la cercanía política, ética y artística. La primera creación, , cuenta con el apoyo internacional con la coproducción entre K3, Kampnaghel y el proyecto europeo BeSpeectACTive!. Su primer solo, que presenta en esta edición del festival ÍDEM, es .",[''],ÍDEM 2021. Festival Internacional de Artes Escénicas,1 hora,No details,"['ENCUENTROS', 'ESCÉNICAS']",https://www.lacasaencendida.es/encuentros/encuentro-artista-chiara-bersani-sociologa-mariella-popolla,https://www.lacasaencendida.es/storage/5503/responsive-images/12844-609f-encuentro_chiara_popolla_nt___detail_1600_900.jpg
315,Running and Huerting,No definido,26 sep 2021,Ruta de 8 kilómetros corriendo donde se visitan tres tipologías de huertos urbanos. Una forma saludable y diferente de descubrir y hablar sobre huertos y agricultura urbana.,"Calzados con zapatillas de deporte, proponemos trotar por el sur de Madrid, siguiendo el cauce del río Manzanares a su paso por el distrito de Usera rumbo a Villaverde. Por el recorrido, los participantes se cruzan con la fauna alada acuática ribereña, que indica el camino para encontrarse con la fauna humana que habita en los huertos urbanos del sureste de la ciudad.
La ruta está guiada por uno de los agrorrunners con mejor trote de la agroecología madrileña, Raúl Urquiaga.
A ritmo de 5'30”-6'00 / km, apto para todos los runners menos entregados a la cultura del footing, la actividad propone serpentear caminos de asfalto y descampados urbanos, atravesar el parque Sureste del Manzanares y salvar las barreras de la ciudad que separan las cuñas verdes de los barrios.
Durante esta ruta verde se visitan dos tipologías de huertos urbanos y se conocen las motivaciones de los vecinos que cuidan de estos espacios de biodiversidad urbana. El recorrido finaliza en el huerto de Butarque, de Villaverde.",[''],Humus Revolution 2021,2 horas,No details,['SALIDAS'],https://www.lacasaencendida.es/salidas/running-and-huerting-5,https://www.lacasaencendida.es/storage/5492/responsive-images/12828-609f-running_huerting_nt___detail_1600_900.jpg
316,'Gentle Unicorn',Chiara Bersani,25 sep - 26 sep 2021,"“Yo, Chiara Bersani, de 98 cm. de altura, me autoproclamo carne, músculos y huesos del unicornio. Como no conozco su corazón, intentaré darle mi aliento y mis ojos. Vestiré su imagen, haré un disfraz con ellos, que se convertirá en armadura y piel. Descubriremos nuestros movimientos, nuestros besos, nuestros saludos, nuestros bostezos”.","La artista italiana Chiara Bersani nos involucra en Gentle Unicorn en su imaginario desde su cuerpo y el movimiento sutil; desde la intimidad y desde la experiencia compartida; desde la transparencia y desde la vulnerabilidad; desde el radicalismo político y desde la poesía. Chiara hace un recorrido por el espacio mientras despliega pequeños gestos que se amplifican gracias a la calidad de su interpretación. La creadora encarna a esa criatura fantástica, en su poderoso ritmo interior que desafía nuestra mirada al mostrarnos su propia esencia mitológica.
Con gesto vulnerable y seguro, compone el imaginario de su unicornio, que parte de su cuerpo y que irá construyendo con gran belleza y en constante diálogo con el público dentro de este juego cautivador en el que Bersani transmuta, y el público con ella, en el espíritu del animal mitológico.
Chiara Bersani es una intérprete y autora italiana, activa en el campo de las artes escénicas, el teatro de investigación y la danza contemporánea. Como intérprete y como directora/coreógrafa se mueve entre diferentes lenguajes y visiones. Sus obras, presentadas en circuitos internacionales, nacen como creaciones en diálogo con espacios de diferente índole y están dirigidas principalmente a un vecino de la escena. Su investigación como intérprete y autora se basa en el concepto de y la creación de prácticas orientadas a capacitar su presencia y acción. El trabajo de esta investigación es , actuación incluida en la plataforma . Por el rigor en la materialización de este estudio en 2019 recibe el premio UBU a la mejor actriz novel/intérprete menor de 35 años. En agosto de 2019, durante el Festival Fringe de Edimburgo, y Chiara Bersani ganaron el primer premio en la categoría de danza de los Total Theatre Awards. Es una artista de Apap, Proyecto avanzado de artes escénicas - Feminist Future.",[''],ÍDEM 2021. Festival Internacional de Artes Escénicas,,No details,['ESCÉNICAS'],https://www.lacasaencendida.es/escenicas/gentle-unicorn-chiara-bersani,https://www.lacasaencendida.es/storage/5485/responsive-images/12823-609f-gentle_unicorn_chiara_bersani_nt___detail_1600_900.jpg
317,'Vecinos inesperados',Mauricio Vélez,25 sep 2021,Documental que refleja un día en la vida de los animales inesperados que habitan Bogotá.,"Vecinos inesperados, de Mauricio Vélez. Colombia, 2019. 78'
Este documenta retrata la dramática lucha diaria por la supervivencia de los animales que habitan las casas, jardines y barrios de Bogotá. Recoge, además, escenas nunca antes filmadas de animales que ni sospechamos que viven entre nosotros: cusumbos que deambulan en los bosques, zorros que merodean en las calles en busca de comida, águilas que pescan en el Parque Los Novios, una pareja de alcaravanes que anida en una cancha de fútbol, el búho que caza en un estacionamiento o el fascinante ciclo de vida de los cucarrones de invierno.
Una experiencia inmersiva donde el espectador acompaña a los animales y plantas que habitan la capital a través de sus aventuras cotidianas. Todo ello en un contexto de las estaciones cambiantes de Bogotá, desde el drama de la lluvia y una vibrante, colorida y dinámica ciudad, hasta un exuberante paraíso cubierto de sol y bosques. Un mundo que, a pesar de encontrarse tan cerca de nosotros –a veces incluso justo debajo de nuestros pies–, desconocemos por completo.
La película registra procesos que, por ser demasiado lentos, rápidos, pequeños o grandes, pasan desapercibidos por el ojo humano, pero pueden ser recogidos por las cámaras.",[''],Muestra de cine colombiano,1 hora 30 minutos,No details,['CINE'],https://www.lacasaencendida.es/cine/vecinos-inesperados-mauricio-velez,https://www.lacasaencendida.es/storage/5556/responsive-images/12894-609f-vecinos_inesperados_nt___detail_1600_900.jpg
318,'Viaje en busca del corazón de la música',Pequeritmo,25 sep 2021,Un concierto divertido e interactivo para que pequeños y adultos participen y se nutran de canciones y juegos infantiles tradicionales. ,"Realizaremos un viaje por las músicas y juegos tradicionales de diferentes países latinoamericanos, desde Cuba, Colombia, Bolivia hasta Brasil, en busca del corazón de la música. Desde pequeñas melodías Gordon para bebés, pasando por percusión corporal. Música en directo con diferentes instrumentos del mundo, tambores, danza y teatro. 
Pablo Buchó o Pipo es antropólogo (etnomusicólogo) y maestro especializado en Educación Musical, formado en diferentes pedagogías infantiles Gordon (IGEME) y Orff (España). Trabaja hace más de 10 años en el área de educación musical en escuelas infantiles, colegios, escuelas de música, espectáculos y conciertos. Fundador y director de Pequeritmo, proyecto pionero de eduación artística y musical en infantil para familias y bebés de 0 a 6 años. Multi-instrumentista, con estudios especializados de piano y percusión (formación en Río de Janeiro). Estudios de teatro y danza con residencia en el DAMS de Turín (Discipline delle Arti e della Musica e dello Spettacolo). 
Edad recomendada: De 0 a 6 años.
*Protocolo Covid:",[''],En Familia. Otoño 2021,1 hora,No details,['CONCIERTOS'],https://www.lacasaencendida.es/conciertos/viaje-busca-corazon-musica-pequeritmo,https://www.lacasaencendida.es/storage/5548/responsive-images/12888-609f-pipo_nt___detail_1600_900.jpg
319,Compostajes sónicos,No definido,25 sep 2021,¿Te has parado a escuchar cómo suena un huerto urbano? ¿Te has preguntado qué huellas sonoras dejan sus diferentes pobladores? Compostajes sónicos se propone como un taller mediante el cual adquirir unas mínimas herramientas que permitan grabar y editar audio con los recursos que tengamos a mano para componer de manera colectiva el paisaje sonoro hortícola y urbano.,"La actividad se desarrolla en diferentes fases. En un primer momento, se facilita a los participantes información sobre qué aplicaciones se pueden descargar para poder grabar y editar audio, así como unas indicaciones básicas para que conozcan las distintas herramientas.
Como arranque del taller se realiza una salida/encuentro en un huerto urbano para practicar la escucha y el rastreo de los diferentes sonidos que los distintos pobladores del lugar van produciendo (desde los sonidos que producimos los humanos durante las distintas actividades hortícolas u otros sonidos de origen antrópico que pueblan los huertos, a los sonidos producidos por otros animales, las plantas, la tierra o el agua). Asimismo, en esta salida se realizan grabaciones de campo y se terminan de dar herramientas a las y los participen para que puedan continuar grabando en otros huertos y sepan cómo editar de manera básica los audios que vayan recolectando.
El siguiente paso es componer el paisaje sonoro hortícola. Los audios recolectados y mínimamente editados se envían a la profesora del taller para descomponerlos y crear con ese hummus una pieza sonora. Este proceso de composición es compartido con quienes participan en el taller para que pueda haber una retroalimentación mutua.",[''],Humus Revolution 2021,2 horas,No details,['ENCUENTROS'],https://www.lacasaencendida.es/encuentros/compostajes-sonicos,https://www.lacasaencendida.es/storage/5491/responsive-images/12827-609f-huerto_sonoro_nt___detail_1600_900.jpg
320,Yincana Hortelana,No definido,25 sep - 30 sep 2021,"Proponemos dar una vuelta por la urbe en busca de lo verde. Un juego donde descubrir detalles que suelen pasar desapercibidos. Una actividad donde buscar pistas ocultas, agudizar el ingenio y realizar pruebas audiovisuales. Una yincana que propone superar desafíos y descubrir curiosidades sobre el entorno verde de la ciudad. ","Esta yincana propone un total de 10 retos, que incluyen pruebas fotográficas, de observación y grabaciones sonoras, aptas para todos los públicos. Para realizar la actividad es necesario contar con un móvil por equipo con la aplicación más común de mensajes instalada.
Una vez que se realiza la inscripción –se puede participar de forma individual o en grupo–, las instrucciones se envían por correo. Las pruebas que pueden resolver en el orden que se prefiera a partir de la medianoche del 25 de septiembre.
Al completar la yincana, cada participante será capaz de:
Detectar al instante los brotes verdes que, de forma espontánea, surgen entre el asfalto.
Asumir como indispensable vital el consumo de hortalizas de temporada.
Olfatear algunos de esos reductos vegetales que afloran por Madrid.
Sacar fuera ese corazón verde que late en el interior.
Realizarse como una persona experta en hortourbanidad.
La inscripción se puede realizar del 1 al 24 de septiembre, las plazas son limitadas. Para ello apuntarse, es necesario enviar un correo a , incluyendo:",[''],Humus Revolution 2021,,No details,"['ONLINE', 'ENCUENTROS']",https://www.lacasaencendida.es/contenido-online-actividades/yincana-hortelana-2,https://www.lacasaencendida.es/storage/5490/responsive-images/12826-609f-yincana_2021_nt___detail_1600_900.jpg
321,¿Se precisa un nuevo pacifismo?,No definido,10 jun 2021,El cuarto encuentro del ciclo Guerra y Paz: una mirada crítica desde la prevención de conflictos se centra en el pacifismo para abordar cuestiones como qué pasó tras el auge de este movimiento en la década de los 1980. También se analiza si ha quedado integrado en otros movimientos y se valora si hay un resurgimiento en la conexión pacifismo/lucha contra el cambio climático o si es posible hacer activismo pacifista ante las nuevas y complejas formas de la violencia.,"Con siglos de historia a sus espaldas, las raíces actuales del movimiento pacifista se refuerzan en el marco de las movilizaciones antinucleares de los años 60 y 70 del pasado siglo y en la movilización ciudadana contra guerras como la de Vietnam y los corsés que imponía la confrontación bipolar propia de la Guerra Fría.
En todo caso, tras la caída del muro de Berlín se produjo una crisis, en línea con el cuestionamiento de los esquemas dominantes hasta entonces, que no volvió a recobrar impulso hasta la invasión estadounidense de Irak, en 2003.
Desde entonces, el movimiento pacifista se desarrolla en paralelo a muchos otros movimientos ciudadanos que plantean no sólo una crítica a los modelos vigentes, sino que tratan de aportar visiones y estrategias alternativas. Cabe confirmar que se está produciendo un renovado activismo pacifista.
Intervienen:
Juan Manuel Jiménez Arenas, director del Instituto Universitario de la Paz y los Conflictos.",[''],Comprender,1 hora 30 minutos,No details,"['ONLINE', 'ENCUENTROS']",https://www.lacasaencendida.es/contenido-online-actividades/precisa-nuevo-pacifismo,https://www.lacasaencendida.es/storage/5361/responsive-images/12582-609f-encuentro_pacifismo_nt___detail_1600_900.jpg
322,"Taller 'Matrix Vegetal, botánica decolonial'",Patricia Domínguez,10 jun 2021,"Tres sesiones online de representación de plantas que propone una serie de lecturas críticas para descomponer el lenguaje científico botánico y el punto de vista occidental, junto a experimentos de conexión y representación del mundo vegetal, revisando referentes de representación de plantas desde punto de vistas artísticos, indígenas y espirituales.","""En colaboración y asistidos por un mundo no humano, hemos habitado a lo largo de los siglos en un Matrix Vegetal, que contiene información para ampliar nuestra conciencia y reconectarnos con la memoria planetaria"". Patricia Domínguez.
El taller está vinculado a la exposición Un encuentro vegetal y está dirigido a artistas y personas creativas con intereses en comunicación multiespecies, inteligencia vegetal y experimentación.
Se compone de tres sesiones: una sesión teórica sobre lenguaje decolonial y dos sesiones de dibujo experimental.
Material necesario: papel blanco, lápices de colores y/o acuarelas.
Con la participación de Angélica Muñoz Vallejos, investigadora independiente de prácticas artísticas contemporáneas.
Patricia Domínguez es una de las tres artistas que forman parte de la exposición Un encuentro vegetal, que puede verse en La Casa Encendida desde el 28 de mayo hasta el 19 de septiembre. La obra que presenta está compuesta por cinco tótems futuristas que albergan reproducciones de las colecciones etnobotánicas de la Wellcome Collection (Londres) y el Museo de América (Madrid), y piezas del Real Jardín Botánico y la Real Academia de La Historia (Madrid), procedentes de América del Sur y Europa, en honor a las narrativas de violencia y curación plasmadas en el material expuesto.",[''],Experimentar,3 horas,No details,['ONLINE'],https://www.lacasaencendida.es/contenido-online-actividades/taller-matrix-vegetal-botanica-decolonial-patricia-dominguez,https://www.lacasaencendida.es/storage/5372/responsive-images/12600-609f-matrix_vegetal_nt___detail_1600_900.jpg
323,Espejo de Hiromichi Nakao y Willy Hans,No definido,10 jun 2021,"Estreno en España de The Balloon, el segundo corto del realizador japonés Hiromichi Nakao, y proyección de The Satanische Dickicht Eins/Zwei/Drei, de Willy Hans, dos películas en las merece la pena adentrarse y perderse.","The Balloon, de Hiromichi Nakao. Japón, 2017. 28’. Estreno en España
Con esta miniatura, Hiromichi Nakao construyó las primeras bases de su peculiar e insobornable poética cinematográfica, basada en una apasionada cinefilia de ambientes y modos caseros o, mejor, artesanales. La visión hechizante de la vida cotidiana, la estructura narrativa en forma de diario fílmico, el tono entre naíf y contemplativo, la mezcla de animación e imágenes reales… Todo ello se presenta ya consolidado en estos breves relatos, en los que se exploran placeres tan frágiles e inesperados como el de criar una planta, ver globos flotar, hacer navegar un barco de juguete o rodar una película sobre cada una de estas actividades.
Hiromichi Nakao nació en Japón en 1979. Tras realizar los cortos The Ship (2015) y The Balloon (2017), en 2019 dirige su ópera prima Ghosts (Obake).
The Satanische Dickicht Eins/Zwei/Drei, de Willy Hans. Alemania, 2014-2017. 81’",[''],FILMADRID 2021,2 horas,No details,"['CINE', 'ENCUENTROS']",https://www.lacasaencendida.es/cine/espejo-hiromichi-nakao-willy-hans,https://www.lacasaencendida.es/storage/5382/responsive-images/12616-609f-hans_willy_the_satanische_dickicht_eins_zwei_drei___detail_1600_965.jpg
324,Espejo de Pia Borg y Júlio Bressane,No definido,10 jun 2021,"Presentación de las películas Silica, de Pia Borg, y A erva do rato, de Júlio Bressane.","Silica, de Pia Borg. Australia, 2017. 24’
En 2017, Pia Borg (Demonic) se desplazó hasta el sureste del desierto australiano para rodar Silica, mezcla de film ensayo y ciencia ficción que indaga en un territorio de apariencia sobrenatural, visitando los pueblos colindantes dedicados a la minería. El paisaje ha quedado abandonado, los mineros han decidido marcharse ante el agotamiento de los recursos y la feroz competencia de las piedras preciosas de imitación. La película registra las huellas de un mundo en extinción, símbolo de la transición global de lo genuino al poder del artificio, todo ello mediante una soberbia propuesta formal que fusiona grabaciones microscópicas, imágenes generadas por ordenador y filmación en 35 mm.
Pia Borg (1977) es una artista y cineasta australiana que vive y trabaja entre Londres y Los Ángeles. Su trabajo se proyectó en el pabellón de Malta en la 57ª Bienal de Venecia. Ha recibido numerosos premios y sus películas se han mostrado en la selección oficial del Festival de Cine de Cannes, Sundance y Rotterdam, entre muchos otros.
A erva do rato, de Júlio Bressane. Brasil, 2008. 80’",[''],FILMADRID 2021,1 hora 45 minutos,No details,['CINE'],https://www.lacasaencendida.es/cine/espejo-pia-borg-julio-bressane,https://www.lacasaencendida.es/storage/5380/responsive-images/12615-609f-bressane_julio_a_erva_do_rato_nt___detail_1600_900.jpg
325,Taller 'Construcción de paneles acústicos de código abierto',No definido,9 jun 2021,"El segundo taller del ciclo Fondos explora soluciones acústicas do it yourself mediante la autofabricación de paneles absorventes y reflectantes para acondicionar espacios de las viviendas y tener, además, una estética muy atractiva en los fondos de las videollamadas.","Durante este taller presencial, las y los asistentes aprenden a construir sus propios paneles absorbentes y difusores para acondicionar salas. Estos paneles son útiles para tratar la acústica de estudios, home-studios, salas de control, salas de grabación, salas de conferencias o auditorios. También se abordan los aspectos acústicos importantes que hay que tener en cuenta cuando se acondicionan salas.
Los diseños son absolutamente libres (lo que se conoce como open source o código abierto), lo que significa que los asistentes los pueden construir para sus salas o estudios e incluso vender sin ningún problema.
Los diseños también son:
Lo más baratos posibles. (Un panel absorbente de 60x60cm puede costar unos 10 euros y un difusor del mismo tamaño unos 5).
Sencillos de construir. Cada diseño tiene un montaje de menos de una hora.
De acústica variable. Todos los paneles tienen la misma dimensión (60x60cm) para que sean fácilmente intercambiables entre sí. Esto permite jugar con la acústica de una sala de grabación, grabar diferentes instrumentos o incluso convertirla en una sala de control.",[''],Fondos | Cocreación de espacios privados para un espacio público digital,2 horas,No details,['ENCUENTROS'],https://www.lacasaencendida.es/encuentros/taller-construccion-paneles-acusticos-codigo-abierto,https://www.lacasaencendida.es/storage/5354/responsive-images/12573-609f-taller_construccion_paneles_acusticos_codigo_abierto_nt___detail_1600_900.jpg
